Date,Time,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (ppm),NO2 (ppm),O3 (ppm),CO (ppm),VOCs (ppm),Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),pH,DO (mg/L),BOD (mg/L),COD (mg/L),Turbidity (NTU),Lead (µg/L),Mercury (µg/L),Arsenic (µg/L),Fecal Coliforms (MPN/100mL),Total Coliforms (MPN/100mL),Distance from Plant,Wind Direction (Plant),Elevation,Proximity to Water Bodies,Historical Pollution Levels,Historical Temperature,Historical Humidity,Historical Wind Speed,Regulatory Data,Industrial Activity,Demographic Data
9/7/2024,1:00 PM,6.058545303,42.12449991,0.098873063,0.049041544,0.048856018,3.494265242,0.068000266,17.27157212,52.64877554,1.742713989,316,6.222985426,9.747780225,4.415232461,13.39917366,5.237412157,4.258632525,0.405929266,0.066624344,39,68,3.324080177,262.8800149,105.8488826,34.34018781,29.71582068,14.59778601,44.45221956,1.805940537,0.842200514,80.60320014,186.4895823
9/11/2024,3:36 AM,59.03648232,7.93039432,0.028224907,0.048642247,0.077933495,5.624781661,0.077511002,11.62023655,37.98351002,4.77936693,237,8.879180358,7.902320856,2.192333857,10.12857089,9.835513553,0.61177737,1.065550524,4.759051649,195,447,8.46979987,152.9190816,82.22715738,57.14851826,83.87299283,15.72859142,32.33507963,0.259845897,4.142106751,14.67025978,444.1892384
8/30/2024,11:19 PM,91.30722089,33.03169396,0.04053432,0.013319349,0.04908072,3.207421632,0.096050454,31.93364569,35.97679448,2.514106028,111,6.766548582,9.072165362,7.317691807,1.356850132,0.869641797,4.304110783,1.698191529,4.453133035,22,496,9.509625773,155.4847038,117.3807239,71.98022849,24.72634553,18.8888563,42.5422674,2.71195705,3.978998857,92.24352839,181.9321775
5/3/2024,4:04 AM,78.92003454,22.90680207,0.020662871,0.085881604,0.079209558,0.022660355,0.082300262,22.71418454,64.19572935,4.090022255,260,6.077280505,8.936635011,9.681656395,18.62421774,7.774275209,4.887295969,0.432689218,3.093494281,74,317,8.581599438,52.0217652,494.6637499,85.08085983,0.505028181,14.16138087,46.38894783,3.46174913,1.996634976,16.90039313,375.4979111
12/21/2024,3:09 AM,60.82511494,67.99705972,0.007652358,0.000596213,0.053106884,4.622290656,0.006315807,30.09604261,36.92875427,3.049221448,89,8.702612682,7.099829642,7.919803436,13.4145151,0.965438765,2.484005376,0.324984306,0.167590402,133,121,5.141347134,225.3889964,259.5956882,24.65927628,46.86610515,20.62720945,43.55736388,2.649962528,4.027568754,92.64714623,876.0235533
8/23/2024,5:32 AM,72.17829713,99.26338696,0.003939701,0.093006986,0.010559733,8.123306559,0.061804447,22.16371054,51.63736165,0.663357811,6,6.203547963,6.308994386,1.747387521,16.60597846,5.320534536,0.739676052,0.21317138,4.887062201,175,115,1.952929662,94.0378656,443.7509022,10.30180665,42.28209499,11.73676663,47.14885803,4.622819226,7.854150972,2.252610999,692.4388778
11/2/2024,3:29 PM,19.15977337,89.17518441,0.073512786,0.024280083,0.053471427,7.070165439,0.094062321,33.61122421,55.88947614,1.083898641,330,7.246666085,9.265783046,7.773449442,11.60825596,4.826046146,4.134665117,0.540228449,2.338111109,6,140,3.594063891,267.6039523,258.5280288,1.076161344,47.39099333,33.86726042,38.53877184,0.676155214,9.809521848,78.50234437,864.436192
10/11/2024,5:13 PM,44.48885904,84.67767907,0.067793217,0.086894411,0.000638281,7.04773098,0.079949378,21.37064219,77.33475241,3.951852892,232,7.886790297,8.490722276,0.478554781,15.25290342,2.324677815,4.255601157,0.013590114,3.162453965,165,81,2.642394945,111.5761837,56.65878021,5.058580948,2.450650737,27.92919463,33.3343012,4.025376155,2.33450904,99.30406898,304.5117696
11/12/2024,10:19 AM,59.80308312,58.8047462,0.050497579,0.088174057,0.020048724,2.719515376,0.099508966,32.29898163,33.46347462,4.749777766,72,6.056696328,6.352567172,6.679132409,3.682145462,5.994291077,1.037147829,0.79456634,1.895429674,46,262,6.774409289,4.03687456,477.6143692,28.94354379,76.90077784,25.50097705,79.07777274,1.673999993,1.653045547,99.62443925,664.5363039
6/19/2024,6:19 AM,77.76871041,59.06046871,0.01173134,0.084262603,0.032914039,2.964017294,0.002836249,10.48269845,66.70071967,4.159735505,165,8.359283934,9.917259742,5.783000888,10.57700914,4.709549708,4.971697227,1.835550402,2.794153028,27,17,8.826471724,155.4539829,483.8378322,47.30598246,9.250090152,22.08839133,44.37385746,1.023069076,1.7260666,92.38527792,639.7261049
4/11/2024,10:34 PM,44.70077918,65.65526935,0.018598511,0.009894297,0.069996825,6.270828918,0.02357252,15.68862413,63.85169143,0.737502348,46,7.330268771,8.662291449,1.430749819,6.459653318,5.175856951,0.471491555,0.279473264,2.541067737,18,182,2.686722835,256.882859,80.75843714,79.85143333,21.33200566,10.33959203,72.59543902,0.066369458,1.352764359,9.207670627,679.6558129
2/24/2024,4:08 AM,74.84573045,69.65344832,0.056498112,0.069251049,0.088042267,6.75751217,0.054851744,23.14319946,49.45875399,4.649020206,310,6.536952762,9.843792399,5.884308363,9.999342556,5.934687527,2.981874673,1.433335492,1.224480958,43,418,0.118455986,282.4869118,220.6487308,47.82592256,27.13905409,19.33773548,77.98465158,3.032540685,8.860662667,81.35307328,182.8540438
5/1/2024,1:57 AM,69.96263804,10.3045179,0.065938011,0.064189451,0.034407761,4.840346009,0.05157416,25.2911183,34.71595976,0.53300791,286,8.126580772,8.967467712,2.761394661,14.48826662,7.98689758,1.193293643,1.214620488,4.813131944,40,52,4.168379105,95.17223116,182.3690664,13.87534451,35.27666392,16.93662363,49.91303021,1.301511267,1.422804094,48.0744084,472.9777888
10/1/2024,6:25 AM,83.83520575,32.48160524,0.046918376,0.048080171,0.080142527,6.948163611,0.095391167,15.78647539,74.15720031,4.613087455,219,6.461478318,6.70110193,5.37171524,1.053930845,9.133442769,3.477134722,1.468391297,0.824128186,32,475,7.790820486,152.9205233,80.30262658,10.24068939,90.75710556,19.38396382,42.59854086,1.080026783,3.34711747,2.699887027,957.9135714
5/13/2024,9:13 PM,74.0337697,36.67707976,0.012166925,0.073072473,0.040940435,9.154458688,0.068358749,11.17301991,44.86835024,2.639647023,214,8.783289113,9.017983838,4.831837797,1.786527216,7.086222294,2.663705204,0.490121731,1.197653331,94,66,1.475031445,175.8156329,259.4111483,57.22250214,45.6249792,18.31471551,45.15699293,3.504879507,2.812685712,76.61348571,787.8417386
2/3/2024,10:03 AM,52.12671243,60.59418095,0.085778639,0.05731064,0.013420407,9.682716517,0.042458215,15.21563043,51.6435201,0.875229071,107,6.120120424,6.61419295,4.038455044,12.00962985,0.167270747,1.80576631,1.074863529,3.777481412,70,404,9.124317869,216.5825225,447.8565827,4.941939245,62.64567403,20.25171119,56.34632492,2.210046285,3.989554781,65.63084655,42.64435665
7/16/2024,4:56 AM,33.87790173,79.28745628,0.093891976,0.038369866,0.081071334,0.083490777,0.073242983,19.01204878,79.73839262,0.431779097,174,7.974640978,6.118341213,4.829976214,15.03127923,3.006055462,1.167318653,1.274483074,4.086002867,83,320,6.664672512,149.2777886,318.489109,16.7997332,72.13140864,10.9908253,77.06640584,2.733059676,3.982322527,46.8203491,53.76889918
1/16/2024,4:13 AM,66.33747745,27.54118753,0.050783276,0.075762425,0.079759673,5.950349409,0.030209073,17.79772964,56.1038879,1.300629284,247,8.650283971,8.254376325,2.556014186,4.443719049,0.581294004,3.491084055,1.017844114,2.544435452,181,111,1.479307292,278.8173822,50.89642701,84.59114119,76.15963932,15.34473642,48.19378504,4.072614297,7.418996794,76.78837828,853.2875308
12/6/2024,6:50 PM,10.78649915,0.795271156,0.055893481,0.030922832,0.017217994,6.048445125,0.055022835,22.75543142,72.01437466,3.616358062,6,7.928475969,9.150746923,1.932271075,16.87635477,9.989854986,0.327266095,1.505009915,4.200034053,172,251,6.328031005,157.4774809,434.3615521,23.75124271,53.522532,24.81965345,39.55764371,3.874460952,2.698173455,63.14976602,305.5795016
1/5/2024,4:18 AM,18.36449482,31.35634246,0.039437252,0.070087116,0.019292264,8.080967644,0.084212833,15.55060637,42.40034653,0.213220202,317,6.082379794,9.406566645,5.243149143,18.78456233,8.468316492,0.04580292,1.545596198,1.787704555,50,370,9.448762585,210.8263801,309.72386,56.7622257,91.72572731,19.40567151,47.22618333,1.57327984,8.026789467,54.79587778,17.86840621
11/10/2024,1:37 PM,42.88086422,38.85419034,0.059194046,0.055567795,0.085653353,2.368306137,0.038765186,28.50469265,51.5517073,4.89716879,31,7.139144056,7.636010784,6.324162748,0.297674154,7.35766546,2.87224261,1.468987642,0.389030611,179,310,8.627291083,304.6921632,386.7224127,29.31568936,95.38824014,20.27950292,38.67906763,1.127598797,4.325535529,83.23502968,182.4244684
5/30/2024,10:20 PM,11.82391952,93.81318538,0.074978249,0.082904643,0.057640515,9.331180888,0.083054056,22.21090447,76.33513822,2.565024765,263,8.906799481,6.702325946,5.325665502,9.787734519,6.125065142,4.796352582,1.081458764,4.528482016,88,21,6.225511335,140.7985211,20.89745693,30.18677846,0.099943655,10.69272251,46.48834182,0.22183433,3.562925202,87.17766707,195.3913862
4/12/2024,7:01 PM,20.29632663,50.69976293,0.094916068,0.001526615,0.042514513,9.569412989,0.03269743,17.30433208,71.12117647,0.782769981,333,6.926885251,8.162547373,6.855581027,6.101292097,7.842582687,1.818070703,1.719071644,2.073053453,6,349,8.964226681,357.6375067,321.8179784,1.733611393,74.34201845,25.6786068,79.93670776,1.956899779,8.995860682,98.93989058,280.5050823
6/21/2024,3:42 PM,24.97570546,5.22697632,0.027334498,0.058161279,0.060444224,6.579433073,0.097795054,21.32406428,75.20370373,3.832817452,154,6.117459554,9.058208112,0.65983885,11.31286117,5.466073825,0.474736175,0.274210086,0.504440498,170,93,1.241968368,222.8919653,41.70322916,96.84040566,32.52439193,17.01474578,73.50278446,1.374120617,2.065362615,86.36295877,266.1928471
7/5/2024,12:23 AM,59.13820051,23.10672263,0.079573172,0.059874515,0.040980188,8.241839407,0.073640595,15.45875232,60.02599161,3.420102931,140,8.453665047,6.292009209,1.132240013,6.641286507,1.593600082,0.568455523,1.729170142,4.743222658,157,400,3.898345872,139.9282113,404.4380903,25.22494368,9.198728765,29.88345734,76.12333125,3.079226931,7.659639466,89.34534337,110.9294427
4/9/2024,2:48 AM,65.72772238,81.69358364,0.004501475,0.019393939,0.067967458,4.52744824,0.074992796,15.92531104,47.86395397,2.573231729,77,7.021083105,6.728913458,3.474846629,12.66273749,6.481003485,3.236466786,0.03969941,4.41580602,144,107,4.371329801,1.37427617,487.6847255,73.61640788,10.95250979,27.88145987,66.64325093,1.778349599,0.733838806,4.397351435,148.1462901
5/14/2024,11:33 PM,93.6767007,83.58237399,0.035467665,0.079520397,0.051594779,7.968743982,0.022691227,12.99015293,45.68645035,0.453427213,269,7.106402123,6.489787076,4.708003419,10.22357643,4.375691616,1.061601358,1.943916335,1.426757331,177,257,3.042086279,205.5377932,54.82546923,94.11501753,26.50075146,23.02805163,68.3040221,1.67252117,6.530715048,84.94032763,112.2169789
8/17/2024,2:03 AM,22.88274807,70.74774067,0.027294186,0.001150116,0.099160848,2.07989267,0.024758783,24.17792007,43.67343824,2.136471556,279,6.209348454,8.00481677,8.305848497,19.32817651,8.149847355,4.456878681,1.561740531,3.704253293,39,265,9.903326912,304.6115517,363.9457912,22.83644451,89.57337075,14.98479395,42.14536808,4.834814559,6.605045835,38.49804534,837.7927125
4/9/2024,11:19 PM,26.04311274,32.0128335,0.040393739,0.023023677,0.022861357,6.817771461,0.020650472,32.80781097,36.96191824,4.620105193,359,7.826125645,8.326569912,6.859051361,0.727701637,1.457474635,1.173273007,0.022931905,3.715648179,71,317,9.743387728,16.39645174,452.8439561,71.1021262,10.30574575,25.55488226,46.39109813,2.823059325,3.900028181,24.45514661,768.2546925
6/13/2024,4:38 AM,17.35339018,89.37859644,0.034979953,0.064846156,0.033025831,5.637972149,0.051688893,13.58480895,31.25714829,4.35808484,253,6.972704761,8.609147251,8.065424631,13.61239301,2.973876498,2.154747722,1.598369696,3.84529211,33,260,9.658430495,8.520505479,402.682302,14.87673115,15.30981093,14.70581772,49.14688056,4.9265682,4.567391613,16.54411286,749.6251269
10/29/2024,11:20 PM,8.348563262,31.21064175,0.079219288,0.023419667,0.085178443,6.640423939,0.018310435,34.10670607,75.52907706,3.386545332,359,8.459678551,6.658409535,7.824750709,3.684047145,6.327867998,1.103622279,1.450873392,3.63188116,29,412,8.260701405,327.0143262,275.654487,26.53173609,36.57788899,15.63205883,33.42817863,0.66410657,6.572618277,9.134017271,94.59650357
10/27/2024,1:29 AM,24.808204,84.5603904,0.098850737,0.005947763,0.070483653,0.668188991,0.097181448,21.22842397,31.31858635,4.655591431,151,7.473133782,8.47990449,8.339540007,1.38430871,9.393038602,4.581439128,1.763569002,0.65846334,19,389,3.508538485,103.1795121,481.6219369,0.186188246,89.21212309,23.83579721,51.01595966,3.748420793,7.982085095,79.15066662,235.5432454
1/5/2024,7:18 PM,19.98577401,41.01709014,0.077649705,0.08709805,0.072562466,7.381605089,0.065057079,32.55123541,62.25974508,3.082560317,145,8.050908124,7.344252714,4.204375924,7.304417199,0.314978518,1.497744728,1.063761062,4.98043075,197,167,1.323162644,263.7677907,205.1415707,37.40169394,79.46069858,33.51872638,46.88085964,0.667948502,3.242560975,13.60834404,962.5506005
2/14/2024,2:01 AM,19.49047993,92.56409676,0.086681228,0.022780229,0.009491931,7.184284632,0.077390674,27.23427853,73.00376362,3.789756777,221,8.721132386,7.864428813,5.433418456,1.92798716,8.721622707,4.32291259,0.750684829,0.973976359,127,40,7.091978773,352.7125601,320.1746067,87.93717271,80.87527299,22.49244766,68.59089907,4.98056432,0.115146586,90.58681605,938.5527761
5/15/2024,6:56 PM,39.76482863,54.49328045,0.041885621,0.070675866,0.014972575,4.927041177,0.072226478,20.93891933,77.86857342,4.812366715,359,7.922748234,6.52009787,0.062015053,15.18688755,4.996956995,0.38538807,0.115570406,3.020287601,58,319,4.016609404,118.8433604,178.7364497,24.14140505,23.27860434,12.76939028,78.08639259,0.043506167,3.506093695,97.19751941,244.7940783
8/22/2024,6:13 PM,29.91555549,17.86235876,0.028201956,0.051454383,0.025985478,2.656497637,0.028939461,33.16999296,50.2301316,1.014017043,134,8.864202605,9.186897469,3.611542883,5.043863609,6.465162948,4.6690141,0.720389713,3.197961312,150,76,5.93212665,177.8313228,443.2335892,14.93401637,27.97795739,19.05592652,70.13153135,4.735052939,6.584898978,75.75919659,227.4945954
6/7/2024,12:51 PM,96.14790438,15.27890888,0.079268801,0.006035632,0.087888268,2.497155089,0.010073723,16.64831645,75.81193832,2.908468628,275,7.109907268,8.038734799,8.504050803,19.1934572,2.481355618,1.089150882,1.915927979,2.965918093,148,406,5.955453711,116.6784787,232.4674275,2.307221182,81.97896806,23.23747535,31.61413465,4.486355141,5.437075854,76.13317446,73.80952142
6/22/2024,6:35 PM,86.11801008,15.24674815,0.009475715,0.078973901,0.053332009,4.01961416,0.057400712,11.12930641,72.36241774,1.665322894,160,6.281515234,6.030187917,6.426588945,13.57125758,0.862342853,4.088223072,0.04333997,3.930933785,56,350,4.550974093,180.3913074,281.505086,68.41794917,9.181092009,34.05506758,45.34632817,1.922156241,7.719959749,76.56928391,874.7784512
7/30/2024,12:26 AM,63.66386209,12.94081179,0.047368978,0.058275993,0.020596162,4.372181253,0.026300336,21.32931994,41.42401694,4.192121902,219,8.36862876,8.421439887,3.448359531,0.718155781,0.715676481,2.534472128,1.572791591,4.966753446,31,63,3.297229075,334.1363693,133.8509552,91.90498269,61.36923436,16.5978115,38.53188055,2.486382278,4.934310168,12.67623958,536.6588587
6/12/2024,11:15 AM,90.012748,28.41785988,0.005994033,0.029063811,0.013269694,0.911656719,0.023754303,11.64971417,75.64882635,3.298944323,237,8.035586853,6.955295146,6.212806226,4.317012005,6.690923966,3.739571255,1.95324048,4.008796792,3,292,0.294660623,108.0701084,169.898313,53.44662523,40.81374849,34.6642137,63.43173981,2.175251577,1.594735457,42.49384462,94.29742551
10/16/2024,6:28 PM,45.3542014,16.31154378,0.01877294,0.012551217,0.008012088,2.517250079,0.086048492,22.06849593,47.37229907,0.79337176,191,8.915770102,9.922141315,7.655789905,5.895963611,0.12257894,3.197143757,1.927897437,1.160141916,67,90,4.624618074,184.1416887,401.8598391,6.187239166,60.58103594,30.04975039,39.27215053,2.345298064,2.00419917,86.94796926,226.3182131
2/11/2024,1:36 PM,2.581152008,29.85784503,0.011251016,0.087405002,0.0898855,0.314121235,0.03544426,19.8739505,78.13142269,0.899397542,256,6.08162282,8.754247814,8.083756793,19.09043209,2.482400995,3.138980399,0.827176083,4.106137607,54,458,8.919053863,243.1687283,266.0951211,29.01068286,54.83006159,30.42874833,68.05082203,3.162380674,5.119682109,7.046810096,395.1886714
2/3/2024,3:18 PM,55.70781988,32.97688772,0.092613988,0.064902992,0.006185235,1.88828846,0.096627709,28.3664168,79.26375193,2.793344592,278,6.742395003,9.816986396,6.717634279,7.792270693,4.075389449,3.980713122,1.42837357,1.86160899,4,354,0.735189758,127.6805512,479.8895807,24.09028007,7.993800812,23.54202162,55.7954756,1.841165259,2.482455536,48.08864781,947.3808739
3/28/2024,5:03 PM,76.67205385,43.50307508,0.028031677,0.075641968,0.000173438,8.080271486,0.039567658,24.30361482,37.25455274,4.548024688,224,7.327053367,8.647730823,8.352197046,0.212797483,0.829457162,1.993482254,0.912402561,0.502538097,65,101,3.630784461,318.7899023,113.8599095,97.28662862,23.76545879,25.52765955,66.88911169,0.367158529,0.043486927,75.77381165,374.364243
7/9/2024,6:06 AM,47.12983644,41.39399307,0.077941522,0.044077855,0.024047246,1.602014713,0.045552156,30.62506335,64.42653478,4.627385772,155,7.39137385,9.986573886,5.968060729,2.606684276,5.114959048,3.630289552,1.578503113,4.169106695,133,292,2.269399625,349.5132647,391.6043107,93.76861616,44.53448508,10.08281647,73.23406443,3.270883674,7.640806973,63.10325083,946.6391223
9/30/2024,11:44 PM,36.2005863,65.09213938,0.090605689,0.05789307,0.051377572,2.374269319,0.035599056,25.19388347,49.64298205,0.862519646,181,8.769433798,6.856286872,9.646098403,3.348119993,2.018547139,3.929503686,1.511585586,0.545126304,116,443,8.891025418,186.6744231,493.1029872,54.47898333,81.68920598,27.38775547,59.03710436,2.940302648,6.510318288,38.38649698,29.95730833
4/15/2024,11:23 PM,9.545872188,25.56710045,0.059906939,0.03834458,0.021945731,6.404462133,0.084747622,32.33122016,55.21140653,4.668540269,302,6.881736018,6.148743943,7.151038942,1.285721815,4.757954039,2.585369993,1.882665436,4.55232384,125,69,9.115862807,280.6916774,177.6898631,73.08246188,93.48121087,18.5942825,43.68270496,4.670495435,4.964583675,80.72076503,705.6235754
5/26/2024,6:28 PM,71.63022977,30.58876796,0.014355565,0.042223634,0.010990316,4.906991358,0.014073845,24.924378,69.97361619,3.791707334,261,6.590786162,6.240164096,5.353201573,18.33415452,3.000152258,4.212846499,0.841112201,3.740656996,148,156,3.108376096,260.6650498,499.256349,96.76049566,64.9825819,16.69662157,78.84409417,0.537322897,6.33219438,71.58401234,966.0393535
3/6/2024,11:37 AM,2.983014291,13.95538433,0.071478682,0.089510119,0.079645769,9.927214483,0.011292113,13.5728587,69.54722739,3.004267362,32,8.265178882,6.657080141,0.194660603,17.17950466,4.264383571,2.107525983,0.621107899,4.080193254,102,387,0.889153964,97.07516024,427.9157915,92.26283394,86.65139796,29.86560562,74.10679977,2.738676662,4.169906985,36.06243951,425.0185741
9/8/2024,4:25 AM,83.00155991,78.62765963,0.058854743,0.057641143,0.020508328,7.333149722,0.092397139,33.66035949,53.64408145,4.73950125,224,6.054758348,6.422893199,4.010830763,0.179731043,8.435827231,4.336090812,0.513515761,1.787471479,199,358,3.048249268,145.9594273,280.3229137,60.1602288,91.58001497,19.53530541,62.08138865,3.612500838,4.796683361,71.64528969,475.5529532
12/9/2024,4:40 PM,51.2952957,27.6340491,0.058120847,0.006723079,0.013012319,3.451139396,0.051974119,14.31270079,64.39809613,2.430209802,252,6.787940361,9.295330725,4.517863414,18.6105551,8.698801792,0.731877851,1.903298904,2.117095175,174,416,9.300467718,246.6422028,16.33342039,47.5814931,84.08197233,13.59764362,37.52690205,3.156489929,0.852358488,29.79667443,333.1316206
5/2/2024,3:09 AM,45.04093735,23.25703215,0.033286534,0.008414853,0.042357012,2.943611074,0.078783954,18.54479007,65.51659598,1.400004077,185,8.2792117,7.631482378,3.207820499,2.971787575,3.216489503,2.999375407,1.441126252,0.442632322,29,104,9.966553198,201.520221,485.6733323,1.79659119,72.82977663,18.44090277,49.05948226,4.640229582,5.547478717,45.55192679,185.7984925
9/21/2024,11:13 PM,14.43512273,75.70843858,0.008756555,0.086987138,0.003144141,0.44895706,0.050541778,19.13322598,77.53114867,3.564610763,285,7.187591324,6.768550103,3.761756337,19.77403575,0.148988569,3.558184168,0.136755754,4.456502031,60,312,2.906975158,282.7923685,216.989667,51.67810369,51.90766283,24.49851418,36.51456053,0.115073685,3.991682309,58.44695392,849.0977307
8/12/2024,6:32 PM,15.39056665,96.08254921,0.093005296,0.088993949,0.082550906,7.252748455,0.098411647,18.51023183,68.10767577,4.38035235,358,7.504212439,7.280629576,0.756677035,12.32955937,5.897347496,3.484755993,0.6268734,1.823093111,63,280,5.624608366,109.3667262,335.1512832,47.63730067,20.45467754,11.77978095,48.25346009,2.914619955,7.338671969,75.86631174,158.4009065
7/8/2024,1:40 AM,17.90062386,46.16839278,0.0043432,0.032146248,0.043734414,6.467557434,0.040353201,10.12851446,75.32046733,1.312919941,306,7.611503584,6.528156779,7.016967881,10.60641288,4.887873194,0.267006586,0.100882918,2.413055094,1,293,9.576487682,327.7104329,115.8919912,64.33431826,6.511666734,31.39687508,33.40888948,4.399751022,4.791555686,45.66651616,779.9002586
10/23/2024,4:40 AM,7.612973144,95.84843399,0.012619557,0.06953153,0.051939579,6.90844305,0.066770964,12.06644077,46.42190339,0.87868405,180,6.840836569,9.364198468,7.245491183,15.75706433,4.715405184,1.72227346,1.394496229,2.483059485,78,215,7.849110096,274.7007143,180.8121114,19.6015368,33.79308582,12.19626191,50.7656042,4.593401584,5.341081253,52.60113338,942.8182277
8/1/2024,8:17 AM,80.97479443,67.36359793,0.056798504,0.006589254,0.069877518,6.152575541,0.068590693,21.18790277,40.94816381,2.202179794,95,7.386075632,7.721649459,9.868640986,8.772829253,5.354852971,3.83229166,0.474078139,4.068689756,188,491,8.927932395,111.7970861,399.7931793,41.90854364,26.70828276,20.21627107,78.83639239,2.325304606,2.418771217,71.28258061,111.1739918
2/15/2024,4:21 AM,53.01121702,74.54874029,0.072487408,0.086927511,0.064319438,9.653376519,0.014558872,20.53089986,38.32955666,4.407673668,94,8.688108918,6.113718621,6.234042224,7.658705433,4.306559169,1.808451339,0.107620377,1.610594051,58,422,5.399545426,78.37077436,4.911997468,13.20638834,25.56278186,16.5739172,56.88622277,2.572785837,8.13116669,49.2581497,855.4276822
7/22/2024,9:54 AM,31.96555052,15.99959804,0.050692642,0.084674868,0.019831844,1.037586948,0.096648315,18.39033243,63.42272062,4.316887555,150,6.721685871,8.623545868,3.570939523,19.38646814,5.106651536,3.672714974,1.973050569,2.916133594,130,306,5.229195747,355.3415137,28.12667153,28.33605524,40.45581674,13.49378283,76.51783515,4.904109304,7.651933881,41.51766076,514.6350041
2/12/2024,6:55 AM,90.26631051,48.83099478,0.091208727,0.022435075,0.051415827,6.498229108,0.059102737,23.85745127,44.36331364,0.827137006,266,7.249928548,8.820901988,4.758399138,9.459005762,5.597801473,1.032021818,0.007398069,1.99036137,166,488,1.088704266,357.563455,29.26921371,25.99616693,36.23109713,33.05972902,70.85197698,3.851626579,3.379251342,91.18149491,370.9058267
12/30/2024,9:03 AM,2.549867332,93.60779368,0.032106442,0.077212547,0.082175507,9.312109215,0.01200883,14.5974827,60.9668555,4.639479422,79,7.141118487,6.466418258,7.371483826,11.66874246,0.88146429,1.331569558,0.63473075,3.563543183,33,324,7.143183278,301.627492,328.6346514,31.11042406,68.35887728,28.74726398,71.65712117,3.84133096,6.158876385,9.029807114,436.3369683
8/30/2024,5:46 AM,48.82830199,74.70499198,0.099211799,0.068549656,0.04792141,5.535004613,0.096998085,22.30961592,39.94993413,2.617139243,138,8.847483,8.637610815,6.582849938,3.428808068,3.668861383,4.566096527,0.036788534,4.407735173,95,500,4.309209674,147.1617968,454.8687587,41.52867106,28.74025528,31.54945624,40.05952734,1.378401672,7.110831361,15.9929227,670.1362508
4/4/2024,12:52 PM,49.48488294,51.37720573,0.059018385,0.032930355,0.012470019,9.627561906,0.074516915,19.0918914,60.89394262,2.032952603,175,7.075520165,8.823439345,4.315240888,8.06776552,9.062570371,0.020529468,0.592022918,0.681007705,0,488,8.492351831,271.1595183,46.56767041,97.46960399,91.76863246,28.52684388,46.20785924,0.861636788,6.851888461,48.6748261,680.9346857
4/5/2024,7:12 AM,14.56150647,76.27856023,0.091242937,0.05484092,0.069701576,0.553808273,0.063683667,21.27203649,55.68498004,3.687153975,133,6.56281535,6.039978279,4.168721645,7.876203808,2.54387609,3.09181985,1.761194092,2.173109091,23,414,0.850108534,215.8182133,30.13912905,80.64550071,71.21077722,34.97711592,77.573199,2.599773187,4.227454337,77.0456468,270.7525029
4/9/2024,4:41 PM,81.90108421,0.62017514,0.036276872,0.099706383,0.066161118,7.198730749,0.019687598,12.53981252,55.47199791,3.506663099,111,6.048162941,7.428795367,4.618672989,9.4622274,8.514916057,3.903836952,1.124457655,4.754464925,170,327,5.869157096,283.0646607,487.0639842,0.44080357,75.03915817,11.32321067,61.13550999,0.908143029,9.360048366,86.90909222,193.9121551
3/21/2024,6:03 AM,16.85633919,22.80367062,0.054429557,0.056758111,0.086117018,8.418524458,0.056633459,26.18692981,33.15570502,3.768891537,91,7.24350083,9.690659436,4.488465022,12.47673033,0.161604191,4.330209455,0.5768332,2.071286575,136,496,6.466734518,77.23416532,403.1611479,21.19186639,43.45892834,23.81037291,71.43123413,4.719726805,2.517064171,85.13286788,728.1566062
2/2/2024,3:47 PM,77.25312682,90.02548924,0.010321035,0.015917353,0.001756118,6.206514339,0.058231915,18.29748448,49.88137872,2.872758014,32,8.139186323,9.037445479,7.362013886,1.792936021,5.661944232,0.903761331,0.858827671,3.487854331,144,436,7.779326065,104.0134462,125.6039607,39.26290344,13.16747946,19.29551319,64.43110093,4.047685012,1.991257562,20.32897207,503.2511358
7/22/2024,5:10 AM,51.39795305,98.47482698,0.056135527,0.081641778,0.052544053,6.839010855,0.08011865,26.12551052,56.52297676,4.866254004,264,6.051090175,9.022022432,4.144890082,18.19976389,5.146088476,4.661085816,0.141674437,4.096920256,129,175,7.13739189,206.3012326,366.740262,79.18993195,4.456901555,19.43238402,71.78425838,0.62374523,8.476359023,66.67000742,921.7211905
6/1/2024,11:06 AM,17.48066942,6.362663571,0.098612139,0.081126706,0.078021124,7.107210344,0.064740693,22.89343112,34.62230741,0.374634321,192,8.91775106,7.640414143,4.477686034,9.891736685,9.937343266,4.629404625,0.035223957,2.506543452,91,268,3.310961723,352.4981501,184.6064802,39.95088832,38.43847436,24.73598562,78.30896201,1.899026616,1.20089999,84.40732395,213.3919127
3/15/2024,7:08 AM,5.612138335,74.58615048,0.093352439,0.004605114,0.088879584,5.562074347,0.067209455,34.08749091,40.50225645,1.658881552,175,6.371681401,7.211837151,1.360661942,19.67478978,0.040978065,4.919041665,0.340074153,1.539243361,21,144,7.323437691,289.9133008,280.5224967,22.60752278,96.11991999,30.21404812,48.61686066,4.620324087,1.622671268,31.56670469,239.5640109
